fold	sentence
dev	( REUTERS / Jason Lee ) A boy sits on a missile on the decommissioned former Soviet aircraft carrier  Kiev  for a photo at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) An attendant tidies up a presidential suite at a luxury hotel under construction inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) A girl walks through a channel where a game tests the reaction of people to the dizziness inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) A visitor walks out with a bowl of instant noodles from a shop on the decommissioned former Soviet aircraft carrier  Kiev  on Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) Performers dressed as pirates perform next to the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; Dmitry on 08 18 11 in Style , Technology An attendant tidies up a presidential suite at a luxury hotel under construction inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) An attendant cleans a toilet in a presidential suite at a luxury hotel under construction inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) People from the United States dressed as pirates perform next to the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) A visitor watches a wash house next to a waxwork inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) A visitor stands under a missile launcher on the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .; ( REUTERS / Jason Lee ) An attendant stands in the living room of a presidential suite at a luxury hotel under construction inside the decommissioned former Soviet aircraft carrier  Kiev  at Bagua beach , on the outskirts of northern China  s Tianjin , August 16 , 2011 .
dev	GSAT-16 will replace INSAT-3E , decommissioned prematurely in April .; GSAT-16 will replace INSAT-3E , which was decommissioned a little prematurely in April .
dev	To make room for it all , space-faring nations and businesses are going to have to start running a tighter orbital plane up there — governments and corporations should be responsible for decommissioning their satellites themselves , designing satellites that self-destruct , or looking for more sustainable solutions .;  These , and all decommissioned satellites , are closely monitored by NASA 's Orbital Debris Program Office at the Johnson Space Center in Houston ,  Dickey said .;  As satellites are decommissioned , we need to ensure we are able to still access the needed imagery and we also need to refresh antiquated systems ,  said Berardi .; Happysat has been using the RTL-SDR together with a QFH antenna to detect old decommissioned satellites in the 136-138 MHz and 150-400 MHz frequency ranges .
dev	Indian Space Research Organisation ( ISRO ) chairman K.Radhakrishnan told IANS that Indian communication satellite INSAT-3E has been decommissioned couple of days ago and the users are being migrated to other satellites .
dev	GOES-3 satellite to be decommissioned Posted on June 8 , 2016 in News Articles The oldest operating satellite , GOES-3 , will be decommissioned this month .
dev	According to him , the satellite had finally come to the end of its life and needed to be decommissioned so that the fuel left in it could be used for the decommissioning .; The now decommissioned satellite is being tracked using the Russian military ’ s space tracking network as it falls back down to Earth , but they can ’ t tell us exactly when and where it will fall .; DGI 's first satellite is due to be decommissioned in 2010 .; The maneuvers reduce the risk of the decommissioned satellite of interfering or colliding with other operational spacecraft , NOAA said .
dev	When NOAA decommissions a geostationary satellite like GOES-12 , it orders it to take to a higher altitude , burn off its remaining fuel , drain and disable its battery and switch off its transmitters .
dev	The consortium signed the agreement in Nicosia on July 2 , 2012 , securing a place for an eventual successor to the Hellas Sat 2 satellite that will be decommissioned in 2018 .
dev	All other GOES spacecraft have been decommissioned to graveyard orbits .
dev	We are still hopeful that the remaining TLEs for DMSP 5D-2 F13 will be released via Space Track , as has been done when previous DMSP satellites were decommissioned .
dev	Apri130 : Carnarvon SES 's TTC & M satellite dish was officially decommissioned .
dev	A good example of this is the ESA ’ s Olympus satellite , which lost a gyro during a meteor shower in 1993 and was later decommissioned .
dev	show ad Incredible time-lapse satellite video shows 10 YEARS of weather in just 3 minutes - including hurricane Katrina The National Oceanic and Atmospheric Administration has released a video to mark ten years of service by the GOES-12 satellite The satellite focused on the East Coast of the U.S. and witnessed weather events including hurricane Katrina andthe Christmas blizzards of 2009 In the future , GOES-R will provide images that are twice as clear as the ones sent by GOES-12 , which was decommissioned last week
dev	Some satellites have completed their normal life , while others have been decommissioned .; Two others have been decommissioned and one is in storage mode .
dev	Nail Bakhtigarayev from the Institute of Astronomy said : “ The Russian satellite , which was previously used for military purposes , had been long decommissioned .
dev	The number of partner satellites in the constellation will change over time as new satellites are launched and older satellites are decommissioned .
dev	Along with the University of Surrey , it is developing STRaND-2 — a twin-satellite mission to test a novel in-orbit docking system based upon XBOX Kinect technology that it says could change the way space assets are built , maintained and decommissioned .; Surrey Engineers Use Games Console Technology to Make “ space building blocks ” Twitter Space innovators at the University of Surrey and Surrey Satellite Technology Limited ( SSTL ) are developing ‘ STRaND-2 ’ , a twin-satellite mission to test a novel in-orbit docking system based upon XBOX Kinect technology that could change the way space assets are built , maintained and decommissioned .
dev	Newsline : May 2010 NGSReleases Survey User Guidelines for Real-Time GNSS Positioning ; InteractiveTool Allows Geoid Height Comparisons and Canada-Wide DGPS Service to be Decommissioned in 2011 .
dev	A View from Stephen Cass Legendary U.S. Satellite Put Out To Pasture After 26 years in orbit , one of the most important satellites in the U.S. space program is being decommissioned .
dev	After GOES-12 is fully decommissioned , NOAA will still have two other GOES satellite in orbit , numbers 13 and 15 .
dev	With the decommissioning of other satellite instruments used to monitor global aerosols
dev	The Rossi telescope has since been decommissioned .
dev	Astroscale , for example , is a Singapore-based startup developing a satellite that will remove orbital debris and decommissioned spacecraft from space .; U.S. Air Force officials say the military tracks approximately 23,000 objects in space , most of which are derelict rocket stages , decommissioned spacecraft , or smaller fragments .
dev	Launched by the Titan II rocket from Vandenberg AFB , NOAA-K replaced the decommissioned NOAA 12 in an afternoon equator-crossing orbit .
dev	Meanwhile , the long-serving Insat-2E , the last of the five satellites in the Insat-2 series , has been decommissioned after functioning for a year beyond its anticipated 12-year design life .
dev	The Rokot light rocket was created under the conversion program on the basis of decommissioned intercontinental ballistic missile RS-18 .
dev	GOES 3 and 7 were used as communications satellites , while the rest of 1 through 10 were either decommissioned or — in the case of GOES G — didn ’ t make it into orbit .
dev	Not to say collisions do n't happen ; in 2009 a decommissioned Russian satellite collided with a U.S. Iridium communications satellite , creating a shower of debris that is still orbiting the Earth .
dev	NASA tracks falling science satellite , says risk to public minimal 09/09/2011 01:16 PM NASA 's decommissioned Upper Atmosphere Research Satellite is expected to plunge back into Earth 's atmosphere later this month , producing a shower of debris .
dev	The new satellite , scheduled to launch Feb. 11 , will take the place of the Landsat 5 satellite , which is to be decommissioned in the coming months , the U.S. Geological Survey reported in December .
dev	The Minotaur IV launch vehicle is based on decommissioned Peacekeeper rocket motors that Orbital upgraded and integrated with modern avionics and other subsystems to produce a cost-effective launcher based on flight-proven hardware .; The Minotaur IV is based on decommissioned Peacekeeper rocket motors that Orbital upgraded and integrated with modern avionics and other subsystems to produce a space launcher based on what it says is flight-proven hardware .
dev	UARS was officially decommissioned on December 14 , 2005 and its functions replaced by NASA 's EOS Aura and SORCE .
dev	GOES-1 remained active throughout the launches of GOES-2-6 , until finally being decommissioned on March 7 , 1985 .
dev	 The missile , which was decommissioned in 2005 and kept in storage at the Yasny launch site in southern Urals , has been approved as a launch vehicle for spacecraft ,  an SMF spokesman said .
dev	The Peacekeeper , also known as an MX or intercontinental ballistic missile ( ICBM ) , became part of America ’ s nuclear arsenal back in 1986 but was decommissioned in 2004 .
dev	The director general , who did not disclose the specific time for decommissioning NigeriaSat-1 and the takeoff of commercial activities for the NigeriaSat-2 , cited security reasons as why he could not divulge the information .
dev	Canada-Wide DGPS Service to be Decommissioned in 2011 Canada-wide DGPS Service ( CDGPS ) will be decommissioned by March 31 , 2011 .
dev	The 35-foot-long , 15-foot-diameter UARS was decommissioned on Dec. 14 , 2005 .
dev	Director-general of the National Space Research and Development Agency ( NASRDA ) Mohammed Seidu disclosed this on Friday in Abuja , adding that Nigeria 's first satellite in orbit NigeriaSat-1 is to be decommissioned soon .
dev	As the years have passed , we have thrown more and more trash into the Earth 's orbit - - pieces of old satellites , decommissioned spacecraft and miscellaneous pieces of metal and other debris .
dev	Minotaur IV combines decommissioned Peacekeeper rocket motors with proven Orbital avionics and fairings to provide increased lifting capacity for government-sponsored payloads .
dev	China 's Tiangong-1 space station has been orbiting the planet for about 5 years now , but recently it was decommissioned and the Chinese astronauts returned to the surface .
dev	Now positioned at 49 degrees west longitude , TDRS 1 will soon be moved to a nearby temporary slot for final decommissioning activities , according to NASA .
dev	Its design is much like the decommissioned Rossi X-ray Timing Explorer ( RXTE ) .
dev	 The Minotaur IV launch vehicle used for the SBSS mission consists of the first three rocket motor stages from decommissioned Peacekeeper inter-continental ballistic missiles .
dev	The satellites were launched on an Orbital Sciences Corp. - built Minotaur 1 rocket that relied on solid-rocket motors from decommissioned Minuteman missiles for its initial boost .
dev	 It was the sixth launch in about a year for the Minotaur rocket family , which recycles components from decommissioned Minuteman and Peacekeeper nuclear missiles to propel satellites into space .
dev	Officials designed Vega to compete with Russian rockets like Rockot and Dnepr , which rely on decommissioned Soviet-era missile components .
test	The first version of Beidou , meaning “ Big Dipper , ” was decommissioned in 2012 .
test	It will succeed KOREASAT 6 , which will be decommissioned in 2025 after 15 years of service .; KT SAT , South Korea 's sole satellite communication operator , unveiled its plan to launch KOREASAT 6A to succeed KOREASAT 6 , which will be decommissioned in 2025 after 15 years of service .
test	In December 2019 , Intelsat 901 began to run low on fuel after 18 years in service and was decommissioned and lofted into what 's called a  graveyard orbit .
test	” Under the terms of the contract , Northrop Grumman and SpaceLogistics will provide five years of life extension services to IS-901 before returning the spacecraft to a final decommissioned orbit .; Under the terms of the contract , Northrop Grumman and SpaceLogistics will provide five years of life extension services to IS-901 before returning the spacecraft to a final decommissioned orbit .; Under the terms of the contract with Intelsat , MEV-1 will provide five years of life extension services to the IS-901 satellite before returning the spacecraft to a final decommissioning orbit .
test	Intelsat 901 left its operating position and raised its altitude by 180 miles , or 290 kilometers , to the so-called GEO graveyard orbit , where geostationary satellites are typically decommissioned .
test	That was the case with the TRMM satellite , which was decommissioned and fell back to Earth in 2015 .
test	24 , 2020 , 10:09 AM Stars mapped out by Vanderbilt astronomers for exploration by NASA ’ s Transiting Exoplanet Survey Satellite ( TESS ) mission and recently decommissioned Spitzer Space Telescope have led to the discovery of AU Mic b , a newly formed Neptune-like exoplanet located a relatively short 31.9 light-years away .
test	Read also Russian carrier rockets : from transporting astronauts to commercial launches The Rokot light rocket was created under the conversion program on the basis of decommissioned intercontinental ballistic missile RS-18 .
test	Two years ago , a decommissioned NASA satellite crashed into the Pacific Ocean , but not before inspiring much distress about where it would land .
test	Credit : Simmi Sinha , UCAR The last of six tiny satellites that were rocketed into space 14 years ago — and then went on to prove that the wealth of accurate atmospheric data that can be gleaned from existing GPS signals can improve operational weather forecasts — was officially decommissioned on May 1 , outliving its original planned lifespan by a dozen years .
test	Under the terms the contract with Intelsat , the MEV 1 spacecraft will provide propulsion capabilities to Intelsat 901 to extend its usable life for five years , then return the satellite to a decommissioning graveyard orbit .
test	Recently decommissioned multipurpose infrared observatory Spitzer was also used to confirmed the existence of AU Mic b.
test	Final decommissioning operations for Jason-2 / OSTM are scheduled to be completed by CNES on Oct. 10 .
test	Japan 's former 747 Air Force One aircraft Special Airlift Group - MOD After the 747s were decommissioned , the interiors were shown to media ( video below ) .
